,Date,Home,Away,Bet
1029,2015-03-20,Newells Old Boys,Quilmes,H
1030,2015-03-21,Lanus,Gimnasia L.P.,H
1031,2015-03-21,Colon Santa FE,Tigre,D
1032,2015-03-21,Velez Sarsfield,Belgrano,H
1033,2015-03-21,Independiente,Arsenal Sarandi,H
1034,2015-03-21,Huracan,Argentinos Jrs,H
1035,2015-03-21,Sarmiento Junin,Crucero del Norte,H
1036,2015-03-22,Atl. Rafaela,Rosario Central,D
1037,2015-03-22,Defensa y Justicia,Racing Club,D
1038,2015-03-22,Estudiantes L.P.,Banfield,H
1039,2015-03-22,River Plate,Godoy Cruz,H
1040,2015-03-23,San Martin S.J.,Boca Juniors,A
1041,2015-03-23,Nueva Chicago,San Lorenzo,A
1042,2015-03-23,Aldosivi,Union de Santa Fe,D
1043,2015-03-24,Temperley,Olimpo Bahia Blanca,D
1044,2015-03-27,Quilmes,Sarmiento Junin,H
1045,2015-03-28,Rosario Central,Colon Santa FE,H
1046,2015-03-28,Olimpo Bahia Blanca,Atl. Rafaela,H
1047,2015-03-28,Banfield,Huracan,H
1048,2015-03-28,Godoy Cruz,Independiente,D
1049,2015-03-28,San Lorenzo,Lanus,H
1050,2015-03-29,Crucero del Norte,Temperley,D
1051,2015-03-29,Belgrano,Newells Old Boys,H
1052,2015-03-29,Racing Club,San Martin S.J.,H
1053,2015-03-29,Boca Juniors,Estudiantes L.P.,H
1054,2015-03-29,Union de Santa Fe,Velez Sarsfield,D
1055,2015-03-30,Gimnasia L.P.,River Plate,A
1056,2015-03-31,Argentinos Jrs,Nueva Chicago,H
1057,2015-03-31,Tigre,Defensa y Justicia,H
1058,2015-03-04,Sarmiento Junin,Belgrano,D
1059,2015-04-04,Estudiantes L.P.,Racing Club,D
1060,2015-04-04,Atl. Rafaela,Temperley,H
1061,2015-04-04,Defensa y Justicia,Rosario Central,D
1062,2015-04-04,Aldosivi,Godoy Cruz,H
1063,2015-05-04,Independiente,Gimnasia L.P.,H
1064,2015-05-04,Velez Sarsfield,Arsenal Sarandi,H
1065,2015-05-04,River Plate,San Lorenzo,H
1066,2015-05-04,Lanus,Argentinos Jrs,H
1067,2015-05-04,Colon Santa FE,Olimpo Bahia Blanca,D
1068,2015-05-04,Huracan,Boca Juniors,A
1069,2015-06-04,Quilmes,Crucero del Norte,H
1070,2015-06-04,San Martin S.J.,Tigre,D
1071,2015-06-04,Nueva Chicago,Banfield,A
1072,2015-07-04,Newells Old Boys,Union de Santa Fe,H
1073,2015-10-04,Crucero del Norte,Atl. Rafaela,D
1074,2015-11-04,Temperley,Colon Santa FE,D
1075,2015-11-04,Godoy Cruz,Velez Sarsfield,D
1076,2015-11-04,Gimnasia L.P.,Aldosivi,H
1077,2015-11-04,Rosario Central,San Martin S.J.,H
1078,2015-12-04,Racing Club,Huracan,H
1079,2015-12-04,San Lorenzo,Independiente,H
1080,2015-12-04,Banfield,Lanus,H
1081,2015-12-04,Olimpo Bahia Blanca,Defensa y Justicia,D
1082,2015-12-04,Union de Santa Fe,Sarmiento Junin,H
1083,2015-12-04,Boca Juniors,Nueva Chicago,H
1084,2015-04-13,Argentinos Jrs,River Plate,A
1085,2015-04-13,Arsenal Sarandi,Newells Old Boys,D
1086,2015-04-14,Tigre,Estudiantes L.P.,D
1087,2015-04-14,Belgrano,Quilmes,H
1088,2015-04-18,Estudiantes L.P.,Rosario Central,D
1089,2015-04-18,Sarmiento Junin,Arsenal Sarandi,D
1090,2015-04-18,Huracan,Tigre,D
1091,2015-04-18,Defensa y Justicia,Temperley,H
1092,2015-04-19,Independiente,Argentinos Jrs,H
1093,2015-04-19,Velez Sarsfield,Gimnasia L.P.,H
1094,2015-04-19,Belgrano,Crucero del Norte,H
1095,2015-04-19,Nueva Chicago,Racing Club,A
1096,2015-04-19,Aldosivi,San Lorenzo,D
1097,2015-04-19,River Plate,Banfield,H
1098,2015-04-19,San Martin S.J.,Olimpo Bahia Blanca,D
1099,2015-04-20,Lanus,Boca Juniors,A
1100,2015-04-21,Quilmes,Union de Santa Fe,D
1101,2015-04-21,Colon Santa FE,Atl. Rafaela,D
1102,2015-04-22,Newells Old Boys,Godoy Cruz,H
1103,2015-04-25,Arsenal Sarandi,Aldosivi,H
1104,2015-04-30,Godoy Cruz,Sarmiento Junin,H
1105,2015-02-05,Olimpo Bahia Blanca,Estudiantes L.P.,D
1106,2015-02-05,Gimnasia L.P.,Newells Old Boys,H
1107,2015-02-05,San Lorenzo,Velez Sarsfield,H
1108,2015-02-05,Argentinos Jrs,Aldosivi,D
1109,2015-03-05,Racing Club,Lanus,H
1110,2015-03-05,Rosario Central,Huracan,H
1111,2015-03-05,Atl. Rafaela,Defensa y Justicia,H
1112,2015-03-05,Banfield,Independiente,D
1113,2015-03-05,Tigre,Nueva Chicago,H
1114,2015-03-05,Boca Juniors,River Plate,D
1115,2015-04-05,Union de Santa Fe,Belgrano,D
1116,2015-04-05,Arsenal Sarandi,Quilmes,H
1117,2015-05-05,Crucero del Norte,Colon Santa FE,D
1118,2015-05-05,Temperley,San Martin S.J.,H
1119,2015-08-05,Nueva Chicago,Rosario Central,A
1120,2015-09-05,Lanus,Tigre,H
1121,2015-09-05,Estudiantes L.P.,Temperley,H
1122,2015-09-05,Quilmes,Godoy Cruz,D
1123,2015-09-05,Huracan,Olimpo Bahia Blanca,H
1124,2015-09-05,Union de Santa Fe,Crucero del Norte,H
1125,2015-10-05,Newells Old Boys,San Lorenzo,D
1126,2015-10-05,Velez Sarsfield,Argentinos Jrs,H
1127,2015-10-05,Aldosivi,Banfield,D
1128,2015-10-05,Belgrano,Arsenal Sarandi,H
1129,2015-10-05,River Plate,Racing Club,H
1130,2015-11-05,San Martin S.J.,Atl. Rafaela,H
1131,2015-11-05,Independiente,Boca Juniors,D
1132,2015-11-05,Sarmiento Junin,Gimnasia L.P.,D
1133,2015-12-05,Defensa y Justicia,Colon Santa FE,H
1134,2015-05-22,Gimnasia L.P.,Quilmes,H
1135,2015-05-23,Crucero del Norte,Defensa y Justicia,D
1136,2015-05-23,Temperley,Huracan,D
1137,2015-05-23,Arsenal Sarandi,Union de Santa Fe,D
1138,2015-05-23,Rosario Central,Lanus,H
1139,2015-05-23,Colon Santa FE,San Martin S.J.,D
1140,2015-05-23,Banfield,Velez Sarsfield,H
1141,2015-05-23,Olimpo Bahia Blanca,Nueva Chicago,H
1142,2015-05-24,San Lorenzo,Sarmiento Junin,H
1143,2015-05-24,Atl. Rafaela,Estudiantes L.P.,D
1144,2015-05-24,Racing Club,Independiente,D
1145,2015-05-24,Argentinos Jrs,Newells Old Boys,D
1146,2015-05-24,Boca Juniors,Aldosivi,H
1147,2015-05-24,Godoy Cruz,Belgrano,D
1148,2015-05-30,Quilmes,San Lorenzo,A
1149,2015-05-30,Nueva Chicago,Temperley,D
1150,2015-05-30,Sarmiento Junin,Argentinos Jrs,H
1151,2015-05-30,Belgrano,Gimnasia L.P.,H
1152,2015-05-31,Independiente,Tigre,H
1153,2015-05-31,Newells Old Boys,Banfield,D
1154,2015-05-31,Union de Santa Fe,Godoy Cruz,H
1155,2015-05-31,Aldosivi,Racing Club,D
1156,2015-05-31,San Martin S.J.,Defensa y Justicia,H
1157,2015-05-31,River Plate,Rosario Central,H
1158,2015-05-31,Estudiantes L.P.,Colon Santa FE,H
1159,2015-01-06,Velez Sarsfield,Boca Juniors,A
1160,2015-01-06,Arsenal Sarandi,Crucero del Norte,H
1161,2015-02-06,Huracan,Atl. Rafaela,D
1162,2015-02-06,Lanus,Olimpo Bahia Blanca,H
1163,2015-05-06,Gimnasia L.P.,Union de Santa Fe,H
1164,2015-06-06,Banfield,Sarmiento Junin,H
1165,2015-06-06,Argentinos Jrs,Quilmes,D
1166,2015-06-06,Colon Santa FE,Huracan,D
1167,2015-06-06,Temperley,Lanus,A
1168,2015-06-06,San Lorenzo,Belgrano,H
1169,2015-07-06,Crucero del Norte,San Martin S.J.,D
1170,2015-07-06,Rosario Central,Independiente,H
1171,2015-07-06,Atl. Rafaela,Nueva Chicago,H
1172,2015-07-06,Racing Club,Velez Sarsfield,H
1173,2015-07-06,Boca Juniors,Newells Old Boys,H
1174,2015-08-06,Godoy Cruz,Arsenal Sarandi,H
1175,2015-08-06,Olimpo Bahia Blanca,River Plate,A
1176,2015-08-06,Tigre,Aldosivi,H
1177,2015-09-06,Defensa y Justicia,Estudiantes L.P.,D
1178,2015-09-07,Tigre,River Plate,D
1179,2015-10-07,Arsenal Sarandi,Gimnasia L.P.,D
1180,2015-11-07,Estudiantes L.P.,San Martin S.J.,H
1181,2015-11-07,Belgrano,Argentinos Jrs,H
1182,2015-11-07,River Plate,Temperley,H
1183,2015-11-07,Quilmes,Banfield,D
1184,2015-11-07,Union de Santa Fe,San Lorenzo,D
1185,2015-12-07,Huracan,Defensa y Justicia,D
1186,2015-12-07,Lanus,Atl. Rafaela,H
1187,2015-12-07,Nueva Chicago,Colon Santa FE,D
1188,2015-12-07,Independiente,Olimpo Bahia Blanca,H
1189,2015-12-07,Newells Old Boys,Racing Club,D
1190,2015-12-07,Godoy Cruz,Crucero del Norte,H
1191,2015-07-13,Sarmiento Junin,Boca Juniors,A
1192,2015-07-13,Aldosivi,Rosario Central,A
1193,2015-07-14,Velez Sarsfield,Tigre,D
1194,2015-07-17,San Lorenzo,Arsenal Sarandi,H
1195,2015-07-18,Banfield,Belgrano,D
1196,2015-07-18,Olimpo Bahia Blanca,Aldosivi,D
1197,2015-07-18,Boca Juniors,Quilmes,H
1198,2015-07-18,Defensa y Justicia,Nueva Chicago,H
1199,2015-07-18,Atl. Rafaela,River Plate,D
1200,2015-07-19,Racing Club,Sarmiento Junin,H
1201,2015-07-19,Colon Santa FE,Lanus,D
1202,2015-07-19,San Martin S.J.,Huracan,D
1203,2015-07-19,Tigre,Newells Old Boys,D
1204,2015-07-19,Rosario Central,Velez Sarsfield,H
1205,2015-07-20,Temperley,Independiente,D
1206,2015-07-20,Gimnasia L.P.,Godoy Cruz,H
1207,2015-07-21,Crucero del Norte,Estudiantes L.P.,A
1208,2015-07-21,Argentinos Jrs,Union de Santa Fe,D
1209,2015-07-25,Aldosivi,Temperley,H
1210,2015-07-25,Gimnasia L.P.,Crucero del Norte,H
1211,2015-07-25,Sarmiento Junin,Tigre,D
1212,2015-07-25,River Plate,Colon Santa FE,H
1213,2015-07-25,Union de Santa Fe,Banfield,D
1214,2015-07-26,Independiente,Atl. Rafaela,H
1215,2015-07-26,Velez Sarsfield,Olimpo Bahia Blanca,H
1216,2015-07-26,Godoy Cruz,San Lorenzo,D
1217,2015-07-26,Newells Old Boys,Rosario Central,D
1218,2015-07-26,Quilmes,Racing Club,A
1219,2015-07-26,Huracan,Estudiantes L.P.,D
1220,2015-07-26,Lanus,Defensa y Justicia,H
1221,2015-07-27,Belgrano,Boca Juniors,D
1222,2015-07-27,Nueva Chicago,San Martin S.J.,D
1223,2015-07-27,Arsenal Sarandi,Argentinos Jrs,D
1224,2015-07-31,Atl. Rafaela,Aldosivi,D
1225,2015-01-08,Temperley,Velez Sarsfield,D
1226,2015-01-08,Argentinos Jrs,Godoy Cruz,D
1227,2015-01-08,Estudiantes L.P.,Nueva Chicago,H
1228,2015-01-08,San Lorenzo,Gimnasia L.P.,H
1229,2015-02-08,Colon Santa FE,Independiente,A
1230,2015-02-08,Rosario Central,Sarmiento Junin,H
1231,2015-02-08,Olimpo Bahia Blanca,Newells Old Boys,D
1232,2015-02-08,Racing Club,Belgrano,H
1233,2015-02-08,Crucero del Norte,Huracan,D
1234,2015-02-08,Boca Juniors,Union de Santa Fe,H
1235,2015-03-08,Tigre,Quilmes,H
1236,2015-04-08,Banfield,Arsenal Sarandi,H
1237,2015-12-08,San Martin S.J.,Lanus,D
1238,2015-08-14,Sarmiento Junin,Olimpo Bahia Blanca,D
1239,2015-08-15,Belgrano,Tigre,H
1240,2015-08-15,Independiente,Defensa y Justicia,H
1241,2015-08-15,Nueva Chicago,Huracan,D
1242,2015-08-15,Godoy Cruz,Banfield,D
1243,2015-08-15,Aldosivi,Colon Santa FE,H
1244,2015-08-15,Union de Santa Fe,Racing Club,D
1245,2015-08-16,Lanus,Estudiantes L.P.,D
1246,2015-08-16,Gimnasia L.P.,Argentinos Jrs,H
1247,2015-08-16,San Lorenzo,Crucero del Norte,H
1248,2015-08-16,Velez Sarsfield,Atl. Rafaela,H
1249,2015-08-16,Newells Old Boys,Temperley,H
1250,2015-08-17,Arsenal Sarandi,Boca Juniors,A
1251,2015-08-17,River Plate,San Martin S.J.,H
1252,2015-08-18,Quilmes,Rosario Central,D
1253,2015-08-22,Atl. Rafaela,Newells Old Boys,D
1254,2015-08-22,Banfield,Gimnasia L.P.,D
1255,2015-08-22,Olimpo Bahia Blanca,Quilmes,D
1256,2015-08-22,Racing Club,Arsenal Sarandi,H
1257,2015-08-22,Colon Santa FE,Velez Sarsfield,D
1258,2015-08-22,San Martin S.J.,Independiente,D
1259,2015-08-23,Argentinos Jrs,San Lorenzo,A
1260,2015-08-23,Crucero del Norte,Nueva Chicago,H
1261,2015-08-23,Huracan,Lanus,D
1262,2015-08-23,Rosario Central,Belgrano,H
1263,2015-08-23,Tigre,Union de Santa Fe,H
1264,2015-08-23,Boca Juniors,Godoy Cruz,H
1265,2015-08-24,Estudiantes L.P.,River Plate,D
1266,2015-08-25,Defensa y Justicia,Aldosivi,H
1267,2015-08-25,Temperley,Sarmiento Junin,D
1268,2015-08-29,Argentinos Jrs,Crucero del Norte,H
1269,2015-08-29,Quilmes,Temperley,H
1270,2015-08-29,Aldosivi,San Martin S.J.,D
1271,2015-08-29,Gimnasia L.P.,Boca Juniors,D
1272,2015-08-30,Newells Old Boys,Colon Santa FE,H
1273,2015-08-30,Velez Sarsfield,Defensa y Justicia,D
1274,2015-08-30,Arsenal Sarandi,Tigre,D
1275,2015-08-30,San Lorenzo,Banfield,H
1276,2015-08-30,Sarmiento Junin,Atl. Rafaela,H
1277,2015-08-30,River Plate,Huracan,H
1278,2015-08-30,Union de Santa Fe,Rosario Central,D
1279,2015-08-31,Independiente,Estudiantes L.P.,D
1280,2015-01-09,Belgrano,Olimpo Bahia Blanca,H
1281,2015-01-09,Lanus,Nueva Chicago,H
1282,2015-04-09,Banfield,Argentinos Jrs,H
1283,2015-04-09,Tigre,Godoy Cruz,H
1284,2015-05-09,Crucero del Norte,Lanus,A
1285,2015-05-09,Rosario Central,Arsenal Sarandi,H
1286,2015-05-09,Colon Santa FE,Sarmiento Junin,D
1287,2015-05-09,Huracan,Independiente,D
1288,2015-05-09,Defensa y Justicia,Newells Old Boys,D
1289,2015-06-09,Temperley,Belgrano,D
1290,2015-06-09,Nueva Chicago,River Plate,A
1291,2015-06-09,San Martin S.J.,Velez Sarsfield,D
1292,2015-06-09,Boca Juniors,San Lorenzo,H
1293,2015-06-09,Olimpo Bahia Blanca,Union de Santa Fe,H
1294,2015-07-09,Racing Club,Gimnasia L.P.,D
1295,2015-08-09,Atl. Rafaela,Quilmes,D
1296,2015-08-09,Estudiantes L.P.,Aldosivi,H
1297,2015-12-09,Defensa y Justicia,Arsenal Sarandi,H
1298,2015-12-09,Nueva Chicago,Argentinos Jrs,D
1299,2015-12-09,Independiente,Racing Club,D
1300,2015-12-09,San Martin S.J.,Godoy Cruz,D
1301,2015-12-09,Huracan,San Lorenzo,D
1302,2015-12-09,Olimpo Bahia Blanca,Sarmiento Junin,D
1303,2015-09-13,Atl. Rafaela,Belgrano,D
1304,2015-09-13,Tigre,Velez Sarsfield,H
1305,2015-09-13,Rosario Central,Newells Old Boys,H
1306,2015-09-13,Estudiantes L.P.,Gimnasia L.P.,D
1307,2015-09-13,Colon Santa FE,Union de Santa Fe,D
1308,2015-09-13,River Plate,Boca Juniors,D
1309,2015-09-14,Lanus,Banfield,D
1310,2015-09-14,Aldosivi,Crucero del Norte,H
1311,2015-09-15,Temperley,Quilmes,D
1312,2015-09-19,Sarmiento Junin,Defensa y Justicia,D
1313,2015-09-19,Aldosivi,Huracan,D
1314,2015-09-19,Argentinos Jrs,Boca Juniors,A
1315,2015-09-19,Godoy Cruz,Rosario Central,D
1316,2015-09-19,Independiente,Nueva Chicago,H
1317,2015-09-19,Gimnasia L.P.,Tigre,H
1318,2015-09-19,Newells Old Boys,San Martin S.J.,H
1319,2015-09-20,Velez Sarsfield,Estudiantes L.P.,D
1320,2015-09-20,Arsenal Sarandi,Olimpo Bahia Blanca,D
1321,2015-09-20,Banfield,Crucero del Norte,H
1322,2015-09-20,Union de Santa Fe,Temperley,H
1323,2015-09-20,River Plate,Lanus,H
1324,2015-09-21,San Lorenzo,Racing Club,H
1325,2015-09-22,Belgrano,Atl. Rafaela,H
1326,2015-09-22,Quilmes,Colon Santa FE,H
1327,2015-09-26,Olimpo Bahia Blanca,Godoy Cruz,D
1328,2015-09-26,Atl. Rafaela,Union de Santa Fe,D
1329,2015-09-26,Nueva Chicago,Aldosivi,D
1330,2015-09-26,Tigre,San Lorenzo,D
1331,2015-09-26,Colon Santa FE,Belgrano,D
1332,2015-09-27,Crucero del Norte,River Plate,A
1333,2015-09-27,Racing Club,Argentinos Jrs,H
1334,2015-09-27,Huracan,Velez Sarsfield,D
1335,2015-09-27,Rosario Central,Gimnasia L.P.,H
1336,2015-09-27,Defensa y Justicia,Quilmes,H
1337,2015-09-27,Boca Juniors,Banfield,H
1338,2015-09-27,San Martin S.J.,Sarmiento Junin,H
1339,2015-09-28,Lanus,Independiente,D
1340,2015-09-28,Temperley,Arsenal Sarandi,D
1341,2015-09-29,Estudiantes L.P.,Newells Old Boys,H
1342,2015-09-30,Godoy Cruz,Racing Club,D
1343,2015-03-10,Belgrano,Defensa y Justicia,H
1344,2015-03-10,Quilmes,San Martin S.J.,H
1345,2015-03-10,Arsenal Sarandi,Atl. Rafaela,H
1346,2015-03-10,Sarmiento Junin,Estudiantes L.P.,D
1347,2015-03-10,Argentinos Jrs,Tigre,D
1348,2015-03-10,San Lorenzo,Rosario Central,D
1349,2015-04-10,Gimnasia L.P.,Olimpo Bahia Blanca,H
1350,2015-04-10,Velez Sarsfield,Nueva Chicago,H
1351,2015-04-10,Union de Santa Fe,Colon Santa FE,H
1352,2015-04-10,Godoy Cruz,Temperley,H
1353,2015-04-10,Boca Juniors,Crucero del Norte,H
1354,2015-04-10,Newells Old Boys,Huracan,H
1355,2015-05-10,Independiente,River Plate,D
1356,2015-06-10,Aldosivi,Lanus,D
1357,2015-06-10,Banfield,Racing Club,D
1358,2015-10-15,Defensa y Justicia,River Plate,D
1359,2015-10-17,Huracan,Sarmiento Junin,H
1360,2015-10-17,Crucero del Norte,Independiente,A
1361,2015-10-17,Nueva Chicago,Newells Old Boys,D
1362,2015-10-17,Atl. Rafaela,Godoy Cruz,D
1363,2015-10-17,Colon Santa FE,Arsenal Sarandi,D
1364,2015-10-17,San Martin S.J.,Belgrano,D
1365,2015-10-18,Estudiantes L.P.,Quilmes,H
1366,2015-10-18,Lanus,Velez Sarsfield,H
1367,2015-10-18,Olimpo Bahia Blanca,San Lorenzo,D
1368,2015-10-18,Rosario Central,Argentinos Jrs,H
1369,2015-10-18,Tigre,Banfield,D
1370,2015-10-18,River Plate,Aldosivi,H
1371,2015-10-19,Racing Club,Boca Juniors,D
1372,2015-10-20,Defensa y Justicia,Union de Santa Fe,H
1373,2015-10-20,Temperley,Gimnasia L.P.,D
1374,2015-10-31,Godoy Cruz,Colon Santa FE,H
1375,2015-10-31,Sarmiento Junin,Nueva Chicago,H
1376,2015-10-31,Belgrano,Estudiantes L.P.,D
1377,2015-10-31,Gimnasia L.P.,Atl. Rafaela,H
1378,2015-10-31,Velez Sarsfield,River Plate,D
1379,2015-10-31,Union de Santa Fe,San Martin S.J.,H
1380,2015-10-31,Racing Club,Crucero del Norte,H
1381,2015-01-11,Newells Old Boys,Lanus,D
1382,2015-01-11,Quilmes,Huracan,H
1383,2015-01-11,Banfield,Rosario Central,D
1384,2015-01-11,Boca Juniors,Tigre,H
1385,2015-01-11,San Lorenzo,Temperley,H
1386,2015-02-11,Aldosivi,Independiente,A
1387,2015-02-11,Arsenal Sarandi,Defensa y Justicia,D
1388,2015-03-11,Argentinos Jrs,Olimpo Bahia Blanca,D
1389,2015-07-11,Lanus,Sarmiento Junin,H
1390,2015-07-11,Defensa y Justicia,Godoy Cruz,H
1391,2015-07-11,Colon Santa FE,Gimnasia L.P.,D
1392,2015-07-11,San Martin S.J.,Arsenal Sarandi,H
1393,2015-07-11,Estudiantes L.P.,Union de Santa Fe,H
1394,2015-07-11,Olimpo Bahia Blanca,Banfield,D
1395,2015-08-11,River Plate,Newells Old Boys,D
1396,2015-08-11,Atl. Rafaela,San Lorenzo,A
1397,2015-08-11,Rosario Central,Boca Juniors,H
1398,2015-08-11,Tigre,Racing Club,D
1399,2015-09-11,Independiente,Velez Sarsfield,H
1400,2015-09-11,Huracan,Belgrano,D
1401,2015-09-11,Nueva Chicago,Quilmes,H
1402,2015-09-11,Temperley,Argentinos Jrs,D
1403,2015-09-11,Crucero del Norte,Aldosivi,A
1404,2015-11-19,Tigre,Colon Santa FE,H
1405,2015-11-20,Independiente,Belgrano,H
1406,2015-11-20,Gimnasia L.P.,San Martin S.J.,H
1407,2015-11-21,Racing Club,Estudiantes L.P.,H
1408,2015-11-21,Union de Santa Fe,Aldosivi,H
1409,2015-11-23,Quilmes,Olimpo Bahia Blanca,D
1410,2015-11-24,Lanus,Newells Old Boys,H
1411,2015-11-25,Banfield,Argentinos Jrs,H
1412,2015-11-28,Colon Santa FE,Belgrano,D
1413,2015-11-28,Olimpo Bahia Blanca,Estudiantes L.P.,D
1414,2015-11-28,Lanus,Gimnasia L.P.,D
1415,2015-11-29,Independiente,Racing Club,D
1416,2015-11-30,Aldosivi,Banfield,D
1417,2015-05-12,Banfield,Aldosivi,H
1418,2015-05-12,Belgrano,Colon Santa FE,H
1419,2015-06-12,Estudiantes L.P.,Olimpo Bahia Blanca,H
1420,2015-06-12,Racing Club,Independiente,D
1421,2015-07-12,Gimnasia L.P.,Lanus,H
1422,2016-05-02,Banfield,Gimnasia L.P.,H
1423,2016-05-02,Huracan,Atl. Rafaela,H
1424,2016-06-02,Rosario Central,Godoy Cruz,H
1425,2016-06-02,Aldosivi,Olimpo Bahia Blanca,D
1426,2016-06-02,Argentinos Jrs,Tigre,D
1427,2016-06-02,Patronato,San Lorenzo,D
1428,2016-06-02,San Martin S.J.,Newells Old Boys,D
1429,2016-07-02,Temperley,Boca Juniors,A
1430,2016-07-02,Defensa y Justicia,Union de Santa Fe,H
1431,2016-07-02,Independiente,Belgrano,H
1432,2016-07-02,Colon Santa FE,Arsenal Sarandi,H
1433,2016-08-02,Atl. Tucuman,Racing Club,D
1434,2016-08-02,Estudiantes L.P.,Lanus,D
1435,2016-08-02,River Plate,Quilmes,H
1436,2016-09-02,Sarmiento Junin,Velez Sarsfield,D
1437,2016-12-02,Arsenal Sarandi,Banfield,D
1438,2016-12-02,Union de Santa Fe,Temperley,H
1439,2016-02-13,Godoy Cruz,Independiente,D
1440,2016-02-13,Quilmes,Colon Santa FE,D
1441,2016-02-13,Aldosivi,Argentinos Jrs,H
1442,2016-02-13,Atl. Rafaela,Estudiantes L.P.,D
1443,2016-02-13,San Lorenzo,Sarmiento Junin,H
1444,2016-02-14,Racing Club,San Martin S.J.,H
1445,2016-02-14,Velez Sarsfield,Olimpo Bahia Blanca,H
1446,2016-02-14,Lanus,Defensa y Justicia,H
1447,2016-02-14,Rosario Central,Newells Old Boys,H
1448,2016-02-14,Gimnasia L.P.,Patronato,H
1449,2016-02-14,Boca Juniors,Atl. Tucuman,H
1450,2016-02-15,Belgrano,River Plate,D
1451,2016-02-16,Banfield,Quilmes,H
1452,2016-02-16,Olimpo Bahia Blanca,San Lorenzo,D
1453,2016-02-17,Argentinos Jrs,Velez Sarsfield,D
1454,2016-02-17,Defensa y Justicia,Atl. Rafaela,H
1455,2016-02-17,Newells Old Boys,Racing Club,D
1456,2016-02-17,Independiente,Rosario Central,D
1457,2016-02-17,Patronato,Arsenal Sarandi,H
1458,2016-02-18,San Martin S.J.,Boca Juniors,A
1459,2016-02-18,Sarmiento Junin,Gimnasia L.P.,H
1460,2016-02-18,Estudiantes L.P.,Tigre,H
1461,2016-02-18,Colon Santa FE,Belgrano,D
1462,2016-02-18,Temperley,Lanus,A
1463,2016-02-19,Atl. Tucuman,Union de Santa Fe,H
1464,2016-02-19,River Plate,Godoy Cruz,H
1465,2016-02-20,San Lorenzo,Velez Sarsfield,H
1466,2016-02-20,Gimnasia L.P.,Olimpo Bahia Blanca,H
1467,2016-02-21,Boca Juniors,Newells Old Boys,H
1468,2016-02-21,Belgrano,Banfield,H
1469,2016-02-21,Tigre,Defensa y Justicia,D
1470,2016-02-21,Godoy Cruz,Colon Santa FE,D
1471,2016-02-21,Independiente,Racing Club,D
1472,2016-02-22,Rosario Central,River Plate,H
1473,2016-02-22,Quilmes,Patronato,D
1474,2016-02-23,Arsenal Sarandi,Sarmiento Junin,D
1475,2016-02-23,Union de Santa Fe,San Martin S.J.,H
1476,2016-02-23,Atl. Rafaela,Temperley,H
1477,2016-02-24,Aldosivi,Estudiantes L.P.,D
1478,2016-02-24,Lanus,Atl. Tucuman,H
1479,2016-02-26,Newells Old Boys,Union de Santa Fe,H
1480,2016-02-27,Banfield,Godoy Cruz,H
1481,2016-02-27,Estudiantes L.P.,Argentinos Jrs,H
1482,2016-02-27,Sarmiento Junin,Quilmes,H
1483,2016-02-27,Defensa y Justicia,Aldosivi,H
1484,2016-02-27,Huracan,San Lorenzo,D
1485,2016-02-28,Patronato,Belgrano,D
1486,2016-02-28,Colon Santa FE,Rosario Central,D
1487,2016-02-28,Atl. Tucuman,Atl. Rafaela,H
1488,2016-02-28,Olimpo Bahia Blanca,Arsenal Sarandi,H
1489,2016-02-28,Racing Club,Boca Juniors,D
1490,2016-02-29,San Martin S.J.,Lanus,D
1491,2016-02-29,Velez Sarsfield,Gimnasia L.P.,D
1492,2016-01-03,River Plate,Independiente,H
1493,2016-01-03,Temperley,Tigre,D
1494,2016-04-03,Quilmes,Olimpo Bahia Blanca,D
1495,2016-04-03,Argentinos Jrs,Defensa y Justicia,D
1496,2016-05-03,Arsenal Sarandi,Velez Sarsfield,D
1497,2016-05-03,Lanus,Newells Old Boys,H
1498,2016-05-03,Atl. Rafaela,San Martin S.J.,D
1499,2016-05-03,Huracan,Estudiantes L.P.,D
1500,2016-05-03,Belgrano,Sarmiento Junin,H
1501,2016-05-03,Gimnasia L.P.,San Lorenzo,D
1502,2016-06-03,Independiente,Colon Santa FE,H
1503,2016-06-03,River Plate,Boca Juniors,D
1504,2016-06-03,Rosario Central,Banfield,H
1505,2016-06-03,Aldosivi,Temperley,H
1506,2016-07-03,Union de Santa Fe,Racing Club,D
1507,2016-07-03,Tigre,Atl. Tucuman,D
1508,2016-08-03,Godoy Cruz,Patronato,H
1509,2016-11-03,Racing Club,Lanus,D
1510,2016-12-03,Newells Old Boys,Atl. Rafaela,H
1511,2016-12-03,Defensa y Justicia,Huracan,H
1512,2016-12-03,Olimpo Bahia Blanca,Belgrano,D
1513,2016-12-03,Banfield,Independiente,D
1514,2016-12-03,San Martin S.J.,Tigre,H
1515,2016-12-03,San Lorenzo,Arsenal Sarandi,H
1516,2016-03-13,Temperley,Argentinos Jrs,H
1517,2016-03-13,Estudiantes L.P.,Gimnasia L.P.,D
1518,2016-03-13,Patronato,Rosario Central,A
1519,2016-03-13,Atl. Tucuman,Aldosivi,H
1520,2016-03-13,Colon Santa FE,River Plate,D
1521,2016-03-14,Sarmiento Junin,Godoy Cruz,D
1522,2016-03-15,Boca Juniors,Union de Santa Fe,H
1523,2016-03-17,Tigre,Huracan,D
