,Date,Home,Away
3252,2021-02-26,Defensa y Justicia,Patronato
3253,2021-02-27,Argentinos Jrs,Velez Sarsfield
3254,2021-02-27,Banfield,Colon Santa FE
3255,2021-02-27,Talleres Cordoba,Newells Old Boys
3256,2021-02-27,Independiente,Gimnasia L.P.
3257,2021-02-28,San Lorenzo,Central Cordoba
3258,2021-02-28,Platense,River Plate
3259,2021-02-28,Estudiantes L.P.,Racing Club
3260,2021-01-03,Boca Juniors,Sarmiento Junin
3261,2021-01-03,Union de Santa Fe,Lanus
3262,2021-02-03,Rosario Central,Godoy Cruz
3263,2021-05-03,Newells Old Boys,Independiente
3264,2021-06-03,Central Cordoba,Banfield
3265,2021-06-03,Godoy Cruz,Platense
3266,2021-06-03,Sarmiento Junin,Talleres Cordoba
3267,2021-06-03,Colon Santa FE,Aldosivi
3268,2021-06-03,Lanus,Atl. Tucuman
3269,2021-07-03,San Lorenzo,Huracan
3270,2021-07-03,Arsenal Sarandi,Estudiantes L.P.
3271,2021-07-03,Gimnasia L.P.,Defensa y Justicia
3272,2021-07-03,Patronato,Union de Santa Fe
3273,2021-08-03,Velez Sarsfield,Boca Juniors
3274,2021-08-03,Racing Club,Rosario Central
3275,2021-09-03,River Plate,Argentinos Jrs
3276,2021-10-03,Platense,Sarmiento Junin
3277,2021-12-03,Aldosivi,Central Cordoba
3278,2021-03-13,Huracan,Lanus
3279,2021-03-13,Union de Santa Fe,Gimnasia L.P.
3280,2021-03-13,Platense,Racing Club
3281,2021-03-13,Talleres Cordoba,Velez Sarsfield
3282,2021-03-13,Argentinos Jrs,Godoy Cruz
3283,2021-03-13,Defensa y Justicia,Newells Old Boys
3284,2021-03-14,Estudiantes L.P.,Colon Santa FE
3285,2021-03-14,Boca Juniors,River Plate
3286,2021-03-15,Banfield,San Lorenzo
3287,2021-03-15,Atl. Tucuman,Patronato
3288,2021-03-15,Rosario Central,Arsenal Sarandi
3289,2021-03-16,Independiente,Sarmiento Junin
3290,2021-03-19,Newells Old Boys,Union de Santa Fe
3291,2021-03-20,Central Cordoba,Estudiantes L.P.
3292,2021-03-20,Gimnasia L.P.,Atl. Tucuman
3293,2021-03-20,Patronato,Huracan
3294,2021-03-20,Banfield,Lanus
3295,2021-03-20,Velez Sarsfield,Independiente
3296,2021-03-21,Godoy Cruz,River Plate
3297,2021-03-21,Sarmiento Junin,Defensa y Justicia
3298,2021-03-21,Colon Santa FE,Rosario Central
3299,2021-03-21,San Lorenzo,Aldosivi
3300,2021-03-22,Boca Juniors,Talleres Cordoba
3301,2021-03-22,Arsenal Sarandi,Platense
3302,2021-03-23,Racing Club,Argentinos Jrs
3303,2021-03-24,Atl. Tucuman,Huracan
3304,2021-03-26,Lanus,Patronato
3305,2021-03-27,Union de Santa Fe,Sarmiento Junin
3306,2021-03-27,Platense,Colon Santa FE
3307,2021-03-27,Aldosivi,Banfield
3308,2021-03-27,Argentinos Jrs,Arsenal Sarandi
3309,2021-03-28,Rosario Central,Central Cordoba
3310,2021-03-28,Talleres Cordoba,Godoy Cruz
3311,2021-03-28,Defensa y Justicia,Velez Sarsfield
3312,2021-03-28,River Plate,Racing Club
3313,2021-03-29,Independiente,Boca Juniors
3314,2021-03-29,Estudiantes L.P.,San Lorenzo
3315,2021-03-30,Atl. Tucuman,Newells Old Boys
3316,2021-03-30,Huracan,Gimnasia L.P.
3317,2021-02-04,Patronato,Aldosivi
3318,2021-02-04,San Lorenzo,Rosario Central
3319,2021-03-04,Central Cordoba,Platense
3320,2021-03-04,Talleres Cordoba,Independiente
3321,2021-03-04,Gimnasia L.P.,Lanus
3322,2021-03-04,Sarmiento Junin,Atl. Tucuman
3323,2021-03-04,Boca Juniors,Defensa y Justicia
3324,2021-04-04,Arsenal Sarandi,River Plate
3325,2021-04-04,Newells Old Boys,Huracan
3326,2021-04-04,Colon Santa FE,Argentinos Jrs
3327,2021-04-04,Velez Sarsfield,Union de Santa Fe
3328,2021-05-04,Racing Club,Godoy Cruz
3329,2021-06-04,Banfield,Estudiantes L.P.
3330,2021-10-04,Platense,San Lorenzo
3331,2021-10-04,Estudiantes L.P.,Aldosivi
3332,2021-10-04,Defensa y Justicia,Talleres Cordoba
3333,2021-11-04,Racing Club,Independiente
3334,2021-11-04,Godoy Cruz,Arsenal Sarandi
3335,2021-11-04,Argentinos Jrs,Central Cordoba
3336,2021-11-04,Patronato,Gimnasia L.P.
3337,2021-11-04,Rosario Central,Banfield
3338,2021-11-04,Union de Santa Fe,Boca Juniors
3339,2021-12-04,River Plate,Colon Santa FE
3340,2021-12-04,Huracan,Sarmiento Junin
3341,2021-12-04,Lanus,Newells Old Boys
3342,2021-04-13,Atl. Tucuman,Velez Sarsfield
3343,2021-04-16,Talleres Cordoba,Union de Santa Fe
3344,2021-04-16,Aldosivi,Rosario Central
3345,2021-04-16,Velez Sarsfield,Huracan
3346,2021-04-17,Central Cordoba,River Plate
3347,2021-04-17,Sarmiento Junin,Lanus
3348,2021-04-17,San Lorenzo,Argentinos Jrs
3349,2021-04-17,Boca Juniors,Atl. Tucuman
3350,2021-04-18,Newells Old Boys,Patronato
3351,2021-04-18,Arsenal Sarandi,Racing Club
3352,2021-04-18,Estudiantes L.P.,Gimnasia L.P.
3353,2021-04-18,Independiente,Defensa y Justicia
3354,2021-04-19,Colon Santa FE,Godoy Cruz
3355,2021-04-19,Banfield,Platense
3356,2021-04-24,Godoy Cruz,Central Cordoba
3357,2021-04-24,Patronato,Sarmiento Junin
3358,2021-04-24,Argentinos Jrs,Banfield
3359,2021-04-24,Huracan,Boca Juniors
3360,2021-04-25,Union de Santa Fe,Independiente
3361,2021-04-25,Lanus,Velez Sarsfield
3362,2021-04-25,Defensa y Justicia,Arsenal Sarandi
3363,2021-04-25,Racing Club,Colon Santa FE
3364,2021-04-25,River Plate,San Lorenzo
3365,2021-04-26,Atl. Tucuman,Talleres Cordoba
3366,2021-04-26,Rosario Central,Estudiantes L.P.
3367,2021-04-26,Platense,Aldosivi
3368,2021-04-26,Gimnasia L.P.,Newells Old Boys
3369,2021-04-30,Velez Sarsfield,Patronato
3370,2021-01-05,Colon Santa FE,Arsenal Sarandi
3371,2021-02-05,Boca Juniors,Lanus
3372,2021-02-05,Defensa y Justicia,Union de Santa Fe
3373,2021-02-05,Independiente,Atl. Tucuman
3374,2021-02-05,San Lorenzo,Godoy Cruz
3375,2021-02-05,Talleres Cordoba,Huracan
3376,2021-02-05,Banfield,River Plate
3377,2021-02-05,Aldosivi,Argentinos Jrs
3378,2021-02-05,Central Cordoba,Racing Club
3379,2021-03-05,Rosario Central,Newells Old Boys
3380,2021-03-05,Sarmiento Junin,Gimnasia L.P.
3381,2021-03-05,Estudiantes L.P.,Platense
3382,2021-08-05,Godoy Cruz,Banfield
3383,2021-08-05,Atl. Tucuman,Defensa y Justicia
3384,2021-08-05,Gimnasia L.P.,Velez Sarsfield
3385,2021-08-05,Patronato,Boca Juniors
3386,2021-09-05,Arsenal Sarandi,Central Cordoba
3387,2021-09-05,Argentinos Jrs,Estudiantes L.P.
3388,2021-09-05,Platense,Rosario Central
3389,2021-09-05,Racing Club,San Lorenzo
3390,2021-09-05,River Plate,Aldosivi
3391,2021-09-05,Colon Santa FE,Union de Santa Fe
3392,2021-09-05,Huracan,Independiente
3393,2021-09-05,Lanus,Talleres Cordoba
3394,2021-10-05,Newells Old Boys,Sarmiento Junin
3395,2021-05-15,Estudiantes L.P.,Independiente
3396,2021-05-16,Colon Santa FE,Talleres Cordoba
3397,2021-05-16,Velez Sarsfield,Racing Club
3398,2021-05-16,Boca Juniors,River Plate
3399,2021-05-31,Racing Club,Boca Juniors
3400,2021-05-31,Independiente,Colon Santa FE
3401,2021-04-06,Colon Santa FE,Racing Club
3402,2021-07-16,Union de Santa Fe,Boca Juniors
3403,2021-07-17,Sarmiento Junin,Estudiantes L.P.
3404,2021-07-17,Aldosivi,Patronato
3405,2021-07-17,Lanus,Atl. Tucuman
3406,2021-07-17,Newells Old Boys,Talleres Cordoba
3407,2021-07-17,Gimnasia L.P.,Platense
3408,2021-07-18,Velez Sarsfield,Racing Club
3409,2021-07-18,Huracan,Defensa y Justicia
3410,2021-07-18,Arsenal Sarandi,San Lorenzo
3411,2021-07-18,River Plate,Colon Santa FE
3412,2021-07-19,Independiente,Argentinos Jrs
3413,2021-07-19,Central Cordoba,Banfield
3414,2021-07-20,Godoy Cruz,Rosario Central
3415,2021-07-23,Atl. Tucuman,Huracan
3416,2021-07-24,Platense,Aldosivi
3417,2021-07-24,Colon Santa FE,Lanus
3418,2021-07-24,San Lorenzo,Central Cordoba
3419,2021-07-24,Racing Club,Gimnasia L.P.
3420,2021-07-25,Banfield,Boca Juniors
3421,2021-07-25,Defensa y Justicia,Godoy Cruz
3422,2021-07-25,Patronato,Sarmiento Junin
3423,2021-07-25,Rosario Central,Velez Sarsfield
3424,2021-07-25,River Plate,Union de Santa Fe
3425,2021-07-26,Estudiantes L.P.,Independiente
3426,2021-07-26,Talleres Cordoba,Arsenal Sarandi
3427,2021-07-27,Argentinos Jrs,Newells Old Boys
3428,2021-07-27,Huracan,Colon Santa FE
3429,2021-07-27,Aldosivi,Racing Club
3430,2021-07-28,Boca Juniors,San Lorenzo
3431,2021-07-28,Godoy Cruz,Atl. Tucuman
3432,2021-07-28,Union de Santa Fe,Banfield
3433,2021-07-28,Sarmiento Junin,Platense
3434,2021-07-28,Velez Sarsfield,Defensa y Justicia
3435,2021-07-28,Independiente,Patronato
3436,2021-07-29,Lanus,River Plate
3437,2021-07-29,Central Cordoba,Talleres Cordoba
3438,2021-07-29,Arsenal Sarandi,Argentinos Jrs
3439,2021-07-29,Gimnasia L.P.,Rosario Central
3440,2021-07-30,Newells Old Boys,Estudiantes L.P.
3441,2021-07-31,Colon Santa FE,Godoy Cruz
3442,2021-07-31,Lanus,Union de Santa Fe
3443,2021-07-31,Racing Club,Sarmiento Junin
3444,2021-01-08,Platense,Independiente
3445,2021-01-08,Defensa y Justicia,Gimnasia L.P.
3446,2021-01-08,Talleres Cordoba,Boca Juniors
3447,2021-01-08,River Plate,Huracan
3448,2021-02-08,San Lorenzo,Banfield
3449,2021-02-08,Argentinos Jrs,Central Cordoba
3450,2021-02-08,Patronato,Newells Old Boys
3451,2021-02-08,Estudiantes L.P.,Arsenal Sarandi
3452,2021-02-08,Rosario Central,Aldosivi
3453,2021-03-08,Atl. Tucuman,Velez Sarsfield
3454,2021-06-08,Sarmiento Junin,Rosario Central
3455,2021-07-08,Newells Old Boys,Platense
3456,2021-07-08,Banfield,Talleres Cordoba
3457,2021-07-08,Union de Santa Fe,San Lorenzo
3458,2021-07-08,Huracan,Lanus
3459,2021-08-08,Godoy Cruz,River Plate
3460,2021-08-08,Gimnasia L.P.,Atl. Tucuman
3461,2021-08-08,Velez Sarsfield,Colon Santa FE
3462,2021-08-08,Boca Juniors,Argentinos Jrs
3463,2021-09-08,Independiente,Racing Club
3464,2021-09-08,Aldosivi,Defensa y Justicia
3465,2021-09-08,Arsenal Sarandi,Patronato
3466,2021-10-08,Central Cordoba,Estudiantes L.P.
3467,2021-08-13,Colon Santa FE,Gimnasia L.P.
3468,2021-08-14,Huracan,Union de Santa Fe
3469,2021-08-14,Atl. Tucuman,Aldosivi
3470,2021-08-14,Argentinos Jrs,Banfield
3471,2021-08-14,River Plate,Velez Sarsfield
3472,2021-08-15,Rosario Central,Independiente
3473,2021-08-15,Patronato,Central Cordoba
3474,2021-08-15,Platense,Arsenal Sarandi
3475,2021-08-15,Estudiantes L.P.,Boca Juniors
3476,2021-08-16,Racing Club,Newells Old Boys
3477,2021-08-16,Talleres Cordoba,San Lorenzo
3478,2021-08-17,Defensa y Justicia,Sarmiento Junin
3479,2021-08-17,Lanus,Godoy Cruz
3480,2021-08-20,Aldosivi,Colon Santa FE
3481,2021-08-20,Banfield,Estudiantes L.P.
3482,2021-08-20,Sarmiento Junin,Atl. Tucuman
3483,2021-08-21,Independiente,Defensa y Justicia
3484,2021-08-21,Central Cordoba,Platense
3485,2021-08-21,Godoy Cruz,Huracan
3486,2021-08-21,Velez Sarsfield,Lanus
3487,2021-08-21,Arsenal Sarandi,Racing Club
3488,2021-08-22,Boca Juniors,Patronato
3489,2021-08-22,Union de Santa Fe,Talleres Cordoba
3490,2021-08-22,Newells Old Boys,Rosario Central
3491,2021-08-22,San Lorenzo,Argentinos Jrs
3492,2021-08-23,Gimnasia L.P.,River Plate
3493,2021-08-24,Patronato,Banfield
3494,2021-08-24,Colon Santa FE,Sarmiento Junin
3495,2021-08-24,Atl. Tucuman,Independiente
3496,2021-08-25,Racing Club,Central Cordoba
3497,2021-08-25,Rosario Central,Arsenal Sarandi
3498,2021-08-25,Defensa y Justicia,Newells Old Boys
3499,2021-08-25,Lanus,Gimnasia L.P.
3500,2021-08-25,Huracan,Velez Sarsfield
3501,2021-08-26,Platense,Boca Juniors
3502,2021-08-26,Godoy Cruz,Union de Santa Fe
3503,2021-08-26,Argentinos Jrs,Talleres Cordoba
3504,2021-08-26,Estudiantes L.P.,San Lorenzo
3505,2021-08-27,River Plate,Aldosivi
3506,2021-08-28,Gimnasia L.P.,Huracan
3507,2021-08-28,Banfield,Platense
3508,2021-08-29,Independiente,Colon Santa FE
3509,2021-08-29,Arsenal Sarandi,Defensa y Justicia
3510,2021-08-29,Aldosivi,Lanus
3511,2021-08-29,Central Cordoba,Rosario Central
3512,2021-08-29,Velez Sarsfield,Godoy Cruz
3513,2021-08-30,Boca Juniors,Racing Club
3514,2021-08-30,Newells Old Boys,Atl. Tucuman
3515,2021-08-30,Union de Santa Fe,Argentinos Jrs
3516,2021-08-30,San Lorenzo,Patronato
3517,2021-08-30,Sarmiento Junin,River Plate
3518,2021-08-31,Talleres Cordoba,Estudiantes L.P.
3519,2021-03-09,Defensa y Justicia,Central Cordoba
3520,2021-04-09,Huracan,Aldosivi
3521,2021-04-09,Atl. Tucuman,Arsenal Sarandi
3522,2021-04-09,Colon Santa FE,Newells Old Boys
3523,2021-04-09,Lanus,Sarmiento Junin
3524,2021-04-09,Platense,San Lorenzo
3525,2021-05-09,Rosario Central,Boca Juniors
3526,2021-05-09,Godoy Cruz,Gimnasia L.P.
3527,2021-05-09,Patronato,Talleres Cordoba
3528,2021-05-09,Racing Club,Banfield
3529,2021-06-09,River Plate,Independiente
3530,2021-06-09,Estudiantes L.P.,Argentinos Jrs
3531,2021-07-09,Velez Sarsfield,Union de Santa Fe
3532,2021-09-13,Aldosivi,Godoy Cruz
3533,2021-09-13,Sarmiento Junin,Huracan
3534,2021-09-13,Independiente,Lanus
3535,2021-09-13,San Lorenzo,Racing Club
3536,2021-09-14,Gimnasia L.P.,Velez Sarsfield
3537,2021-09-14,Talleres Cordoba,Platense
3538,2021-09-14,Arsenal Sarandi,Colon Santa FE
3539,2021-09-14,Central Cordoba,Atl. Tucuman
3540,2021-09-15,Boca Juniors,Defensa y Justicia
3541,2021-09-15,Union de Santa Fe,Estudiantes L.P.
3542,2021-09-15,Argentinos Jrs,Patronato
3543,2021-09-15,Banfield,Rosario Central
3544,2021-09-16,Newells Old Boys,River Plate
3545,2021-09-18,Godoy Cruz,Sarmiento Junin
3546,2021-09-18,Velez Sarsfield,Aldosivi
3547,2021-09-18,Racing Club,Talleres Cordoba
3548,2021-09-19,Atl. Tucuman,Boca Juniors
3549,2021-09-19,Patronato,Estudiantes L.P.
3550,2021-09-19,Colon Santa FE,Central Cordoba
3551,2021-09-19,Platense,Argentinos Jrs
3552,2021-09-19,Huracan,Independiente
3553,2021-09-20,River Plate,Arsenal Sarandi
3554,2021-09-20,Gimnasia L.P.,Union de Santa Fe
3555,2021-09-20,Lanus,Newells Old Boys
3556,2021-09-20,Rosario Central,San Lorenzo
3557,2021-09-21,Defensa y Justicia,Banfield
3558,2021-09-24,Sarmiento Junin,Velez Sarsfield
3559,2021-09-25,Estudiantes L.P.,Platense
3560,2021-09-25,Aldosivi,Gimnasia L.P.
3561,2021-09-25,Arsenal Sarandi,Lanus
3562,2021-09-25,Talleres Cordoba,Rosario Central
3563,2021-09-25,Banfield,Atl. Tucuman
3564,2021-09-26,Central Cordoba,River Plate
3565,2021-09-26,Union de Santa Fe,Patronato
3566,2021-09-26,San Lorenzo,Defensa y Justicia
3567,2021-09-26,Independiente,Godoy Cruz
3568,2021-09-27,Boca Juniors,Colon Santa FE
3569,2021-09-27,Argentinos Jrs,Racing Club
3570,2021-09-28,Newells Old Boys,Huracan
3571,2021-01-10,Aldosivi,Union de Santa Fe
3572,2021-02-10,Lanus,Central Cordoba
3573,2021-02-10,Godoy Cruz,Newells Old Boys
3574,2021-02-10,Platense,Patronato
3575,2021-02-10,Huracan,Arsenal Sarandi
3576,2021-02-10,Atl. Tucuman,San Lorenzo
3577,2021-03-10,Velez Sarsfield,Independiente
3578,2021-03-10,Gimnasia L.P.,Sarmiento Junin
3579,2021-03-10,Rosario Central,Argentinos Jrs
3580,2021-03-10,River Plate,Boca Juniors
3581,2021-04-10,Racing Club,Estudiantes L.P.
3582,2021-04-10,Defensa y Justicia,Talleres Cordoba
3583,2021-05-10,Colon Santa FE,Banfield
3584,2021-08-10,Union de Santa Fe,Platense
3585,2021-08-10,Central Cordoba,Huracan
3586,2021-08-10,Estudiantes L.P.,Rosario Central
3587,2021-09-10,Newells Old Boys,Velez Sarsfield
3588,2021-09-10,Argentinos Jrs,Defensa y Justicia
3589,2021-09-10,Sarmiento Junin,Aldosivi
3590,2021-09-10,Patronato,Racing Club
3591,2021-09-10,Banfield,River Plate
3592,2021-10-10,Boca Juniors,Lanus
3593,2021-11-10,Arsenal Sarandi,Godoy Cruz
3594,2021-11-10,San Lorenzo,Colon Santa FE
3595,2021-11-10,Independiente,Gimnasia L.P.
3596,2021-12-10,Talleres Cordoba,Atl. Tucuman
3597,2021-10-15,Godoy Cruz,Central Cordoba
3598,2021-10-15,Rosario Central,Patronato
3599,2021-10-15,Racing Club,Platense
3600,2021-10-16,Defensa y Justicia,Estudiantes L.P.
3601,2021-10-16,Velez Sarsfield,Arsenal Sarandi
3602,2021-10-16,Sarmiento Junin,Union de Santa Fe
3603,2021-10-16,Gimnasia L.P.,Newells Old Boys
3604,2021-10-16,Lanus,Banfield
3605,2021-10-17,Huracan,Boca Juniors
3606,2021-10-17,Atl. Tucuman,Argentinos Jrs
3607,2021-10-17,Colon Santa FE,Talleres Cordoba
3608,2021-10-17,Aldosivi,Independiente
3609,2021-10-18,River Plate,San Lorenzo
3610,2021-10-19,Platense,Rosario Central
3611,2021-10-19,Union de Santa Fe,Racing Club
3612,2021-10-19,Patronato,Defensa y Justicia
3613,2021-10-20,Central Cordoba,Velez Sarsfield
3614,2021-10-20,Arsenal Sarandi,Gimnasia L.P.
3615,2021-10-20,San Lorenzo,Lanus
3616,2021-10-20,Banfield,Huracan
3617,2021-10-20,Estudiantes L.P.,Atl. Tucuman
3618,2021-10-21,Boca Juniors,Godoy Cruz
3619,2021-10-21,Argentinos Jrs,Colon Santa FE
3620,2021-10-21,Newells Old Boys,Aldosivi
3621,2021-10-21,Independiente,Sarmiento Junin
3622,2021-10-22,Talleres Cordoba,River Plate
3623,2021-10-23,Gimnasia L.P.,Central Cordoba
3624,2021-10-23,Defensa y Justicia,Platense
3625,2021-10-24,Rosario Central,Racing Club
3626,2021-10-24,Colon Santa FE,Estudiantes L.P.
3627,2021-10-24,Godoy Cruz,Banfield
3628,2021-10-24,Huracan,San Lorenzo
3629,2021-10-25,Velez Sarsfield,Boca Juniors
3630,2021-10-25,Aldosivi,Arsenal Sarandi
3631,2021-10-25,Sarmiento Junin,Newells Old Boys
3632,2021-10-25,Atl. Tucuman,Patronato
3633,2021-10-25,Lanus,Talleres Cordoba
3634,2021-10-25,River Plate,Argentinos Jrs
3635,2021-10-26,Independiente,Union de Santa Fe
3636,2021-10-29,Racing Club,Defensa y Justicia
3637,2021-10-30,Argentinos Jrs,Lanus
3638,2021-10-30,Arsenal Sarandi,Sarmiento Junin
3639,2021-10-30,Platense,Atl. Tucuman
3640,2021-10-30,Banfield,Velez Sarsfield
3641,2021-10-30,Talleres Cordoba,Huracan
3642,2021-10-31,Boca Juniors,Gimnasia L.P.
3643,2021-10-31,San Lorenzo,Godoy Cruz
3644,2021-10-31,Union de Santa Fe,Rosario Central
3645,2021-10-31,Newells Old Boys,Independiente
3646,2021-10-31,Estudiantes L.P.,River Plate
3647,2021-01-11,Patronato,Colon Santa FE
3648,2021-02-11,Central Cordoba,Aldosivi
3649,2021-05-11,Defensa y Justicia,Rosario Central
3650,2021-06-11,Lanus,Estudiantes L.P.
3651,2021-06-11,Colon Santa FE,Platense
3652,2021-06-11,Godoy Cruz,Talleres Cordoba
3653,2021-06-11,Independiente,Arsenal Sarandi
3654,2021-06-11,Atl. Tucuman,Racing Club
3655,2021-07-11,Gimnasia L.P.,Banfield
3656,2021-07-11,Sarmiento Junin,Central Cordoba
3657,2021-07-11,Velez Sarsfield,San Lorenzo
3658,2021-07-11,River Plate,Patronato
3659,2021-08-11,Newells Old Boys,Union de Santa Fe
3660,2021-08-11,Huracan,Argentinos Jrs
3661,2021-09-11,Aldosivi,Boca Juniors
3662,2021-11-18,Union de Santa Fe,Defensa y Justicia
3663,2021-11-18,Patronato,Lanus
3664,2021-11-19,Banfield,Aldosivi
3665,2021-11-19,Estudiantes L.P.,Huracan
3666,2021-11-19,San Lorenzo,Gimnasia L.P.
3667,2021-11-20,Argentinos Jrs,Godoy Cruz
3668,2021-11-20,Talleres Cordoba,Velez Sarsfield
3669,2021-11-20,Rosario Central,Atl. Tucuman
3670,2021-11-20,Boca Juniors,Sarmiento Junin
3671,2021-11-21,Central Cordoba,Independiente
3672,2021-11-21,Arsenal Sarandi,Newells Old Boys
3673,2021-11-21,Racing Club,Colon Santa FE
3674,2021-11-22,Platense,River Plate
3675,2021-11-23,Gimnasia L.P.,Talleres Cordoba
3676,2021-11-23,Huracan,Patronato
3677,2021-11-23,Aldosivi,San Lorenzo
3678,2021-11-24,Godoy Cruz,Estudiantes L.P.
3679,2021-11-24,Velez Sarsfield,Argentinos Jrs
3680,2021-11-24,Newells Old Boys,Central Cordoba
3681,2021-11-24,Sarmiento Junin,Banfield
3682,2021-11-24,Atl. Tucuman,Defensa y Justicia
3683,2021-11-25,Independiente,Boca Juniors
3684,2021-11-25,Arsenal Sarandi,Union de Santa Fe
3685,2021-11-25,Colon Santa FE,Rosario Central
3686,2021-11-25,Lanus,Platense
3687,2021-11-26,River Plate,Racing Club
3688,2021-11-27,Talleres Cordoba,Aldosivi
3689,2021-11-27,Patronato,Godoy Cruz
3690,2021-11-28,Estudiantes L.P.,Velez Sarsfield
3691,2021-11-28,Rosario Central,River Plate
3692,2021-11-28,Argentinos Jrs,Gimnasia L.P.
3693,2021-11-28,Defensa y Justicia,Colon Santa FE
3694,2021-11-29,Union de Santa Fe,Atl. Tucuman
3695,2021-11-29,Racing Club,Lanus
3696,2021-11-30,Central Cordoba,Arsenal Sarandi
3697,2021-11-30,Platense,Huracan
3698,2021-11-30,San Lorenzo,Sarmiento Junin
3699,2021-11-30,Boca Juniors,Newells Old Boys
3700,2021-01-12,Banfield,Independiente
3701,2021-03-12,Central Cordoba,Union de Santa Fe
3702,2021-03-12,Colon Santa FE,Atl. Tucuman
3703,2021-04-12,Velez Sarsfield,Patronato
3704,2021-04-12,Arsenal Sarandi,Boca Juniors
3705,2021-04-12,Godoy Cruz,Platense
3706,2021-04-12,Sarmiento Junin,Talleres Cordoba
3707,2021-05-12,Huracan,Racing Club
3708,2021-05-12,Lanus,Rosario Central
3709,2021-05-12,Gimnasia L.P.,Estudiantes L.P.
3710,2021-05-12,Independiente,San Lorenzo
3711,2021-06-12,River Plate,Defensa y Justicia
3712,2021-06-12,Aldosivi,Argentinos Jrs
3713,2021-07-12,Newells Old Boys,Banfield
3714,2021-10-12,Platense,Velez Sarsfield
3715,2021-11-12,Estudiantes L.P.,Aldosivi
3716,2021-11-12,Argentinos Jrs,Sarmiento Junin
3717,2021-11-12,Patronato,Gimnasia L.P.
3718,2021-11-12,Racing Club,Godoy Cruz
3719,2021-11-12,Rosario Central,Huracan
3720,2021-11-12,Union de Santa Fe,Colon Santa FE
3721,2021-11-12,Atl. Tucuman,River Plate
3722,2021-12-12,Boca Juniors,Central Cordoba
3723,2021-12-12,San Lorenzo,Newells Old Boys
3724,2021-12-12,Defensa y Justicia,Lanus
3725,2021-12-13,Talleres Cordoba,Independiente
3726,2021-12-13,Banfield,Arsenal Sarandi
3727,2022-10-02,Patronato,Argentinos Jrs
3728,2022-10-02,Sarmiento Junin,Atl. Tucuman
3729,2022-11-02,Central Cordoba,Barracas Central
3730,2022-11-02,Newells Old Boys,Defensa y Justicia
3731,2022-11-02,Arsenal Sarandi,Rosario Central
3732,2022-11-02,Godoy Cruz,Tigre
3733,2022-11-02,Velez Sarsfield,Aldosivi
3734,2022-12-02,Banfield,San Lorenzo
3735,2022-12-02,Huracan,Lanus
3736,2022-12-02,Union de Santa Fe,River Plate
3737,2022-02-13,Estudiantes L.P.,Independiente
3738,2022-02-13,Racing Club,Gimnasia L.P.
3739,2022-02-13,Platense,Talleres Cordoba
3740,2022-02-14,Boca Juniors,Colon Santa FE
3741,2022-02-15,Argentinos Jrs,Newells Old Boys
3742,2022-02-15,Independiente,Arsenal Sarandi
3743,2022-02-15,Rosario Central,Velez Sarsfield
3744,2022-02-16,Huracan,Estudiantes L.P.
3745,2022-02-16,Lanus,Barracas Central
3746,2022-02-16,Tigre,Central Cordoba
3747,2022-02-16,Aldosivi,Boca Juniors
3748,2022-02-17,River Plate,Patronato
3749,2022-02-17,Colon Santa FE,Godoy Cruz
3750,2022-02-17,Gimnasia L.P.,San Lorenzo
3751,2022-02-17,Defensa y Justicia,Racing Club
3752,2022-02-17,Sarmiento Junin,Banfield
3753,2022-02-18,Atl. Tucuman,Platense
3754,2022-02-18,Talleres Cordoba,Union de Santa Fe
